income,age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
not_high,45,Private,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Vietnam
not_high,64,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
high,38,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,36,United-States
not_high,43,Local-gov,10,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States
not_high,37,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,49,United-States
not_high,19,Private,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States
not_high,59,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,50,Federal-gov,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
high,33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
high,56,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States
not_high,28,Private,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
not_high,27,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,34,United-States
not_high,34,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
not_high,19,Private,7,Never-married,Sales,Own-child,White,Male,0,0,30,United-States
high,68,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
high,28,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States
not_high,22,Self-emp-not-inc,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
not_high,58,Private,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
not_high,31,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,25,United-States
not_high,17,Local-gov,7,Never-married,Protective-serv,Own-child,White,Male,0,0,30,United-States
not_high,23,Private,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,23,United-States
not_high,25,Private,8,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States
not_high,47,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
high,39,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,United-States
not_high,44,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
high,46,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
not_high,38,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States
not_high,23,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States
not_high,34,Private,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
high,33,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
not_high,38,Private,9,Widowed,Other-service,Unmarried,White,Female,0,0,20,United-States
not_high,52,Self-emp-not-inc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,50,Private,9,Divorced,Sales,Not-in-family,White,Female,0,0,33,United-States
not_high,35,Private,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
not_high,44,Private,9,Never-married,Sales,Other-relative,White,Female,0,0,15,United-States
not_high,38,Self-emp-not-inc,9,Divorced,Farming-fishing,Own-child,White,Male,0,0,50,United-States
high,29,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
not_high,33,Private,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
not_high,18,Private,7,Never-married,Sales,Own-child,White,Female,0,0,30,United-States
not_high,43,Private,15,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
not_high,42,Private,11,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,40,United-States
not_high,42,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
not_high,32,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,30,United-States
not_high,36,Private,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States
high,41,State-gov,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
not_high,30,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
not_high,21,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States
high,33,Private,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States
not_high,19,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States
not_high,35,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
not_high,43,Private,9,Divorced,Tech-support,Unmarried,Black,Female,0,0,35,United-States
not_high,45,Private,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,24,United-States
not_high,25,Private,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,50,United-States
not_high,39,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,26,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
not_high,60,Private,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,10,United-States
high,52,Local-gov,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
not_high,22,Private,8,Never-married,Transport-moving,Unmarried,White,Male,0,0,30,United-States
not_high,23,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
not_high,46,Private,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
not_high,34,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States
high,39,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
not_high,38,Private,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
not_high,56,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States
not_high,55,Federal-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
not_high,23,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
not_high,39,Private,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
not_high,24,Private,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,30,United-States
high,51,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
high,47,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Cuba
not_high,25,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States
high,34,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States
not_high,19,Private,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,28,United-States
not_high,32,Private,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States
high,49,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
not_high,43,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
not_high,59,Private,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States
high,32,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
not_high,25,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
not_high,32,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Ireland
not_high,17,Private,7,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,15,United-States
high,57,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
not_high,17,Self-emp-not-inc,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States
not_high,27,Private,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines
not_high,41,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
not_high,19,Private,7,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States
not_high,41,Private,3,Divorced,Other-service,Unmarried,White,Female,0,0,40,Puerto-Rico
high,39,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States
not_high,30,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
high,37,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,18,Private,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States
high,40,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
not_high,24,Private,9,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States
not_high,33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
not_high,48,Private,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
high,51,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
not_high,48,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,43,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
not_high,34,Private,15,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States
not_high,41,Private,11,Separated,Craft-repair,Not-in-family,White,Male,0,0,30,United-States
not_high,25,Private,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
not_high,20,Private,9,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States
not_high,35,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States
not_high,42,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
not_high,26,Local-gov,9,Never-married,Other-service,Other-relative,White,Male,0,0,16,United-States
not_high,46,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,United-States
high,39,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
not_high,29,Private,10,Never-married,Sales,Own-child,Black,Male,0,0,80,United-States
high,39,Private,10,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,United-States
high,47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
high,40,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
high,43,State-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,32,Private,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States
not_high,31,Private,6,Divorced,Sales,Other-relative,White,Female,0,0,40,United-States
high,44,Federal-gov,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
high,46,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
high,53,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
not_high,43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,41,State-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
not_high,35,Private,9,Widowed,Other-service,Unmarried,Black,Male,0,0,40,United-States
not_high,48,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
not_high,28,State-gov,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
not_high,44,Private,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,32,United-States
not_high,51,Local-gov,15,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
not_high,28,Private,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,50,United-States
not_high,36,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States
not_high,28,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States
not_high,21,Private,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
not_high,36,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,31,Private,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States
not_high,44,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
not_high,49,Local-gov,7,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States
not_high,40,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
high,64,Federal-gov,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China
not_high,27,Private,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,55,South
not_high,18,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
not_high,68,Private,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,44,United-States
high,64,Private,16,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States
not_high,36,Private,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
not_high,21,Private,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,24,United-States
not_high,22,Private,10,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States
not_high,61,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
not_high,24,Private,10,Never-married,Sales,Own-child,White,Male,0,0,10,Greece
high,49,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
not_high,25,Private,10,Separated,Priv-house-serv,Other-relative,White,Female,0,0,30,El-Salvador
not_high,29,Private,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States
not_high,22,Private,9,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States
not_high,57,Federal-gov,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
high,29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,20,Private,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States
high,47,Private,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
not_high,22,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States
high,59,Self-emp-inc,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
high,42,State-gov,14,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
not_high,64,Self-emp-not-inc,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
not_high,29,Federal-gov,9,Married-spouse-absent,Other-service,Unmarried,Black,Male,0,0,40,United-States
not_high,25,State-gov,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,20,United-States
not_high,62,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
not_high,21,Private,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States
not_high,46,Private,6,Divorced,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States
not_high,21,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States
not_high,18,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,18,United-States
high,33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
not_high,63,Private,2,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
high,52,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52,United-States
not_high,17,Private,5,Never-married,Sales,Own-child,Black,Male,0,0,22,United-States
not_high,31,Private,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
not_high,35,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
high,31,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,51,State-gov,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States
not_high,48,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
not_high,28,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
not_high,38,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Columbia
high,43,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
not_high,30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
not_high,24,Private,8,Never-married,Sales,Other-relative,White,Male,0,0,55,United-States
high,46,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
not_high,50,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
not_high,22,Private,9,Separated,Other-service,Other-relative,White,Male,0,0,35,United-States
not_high,18,State-gov,9,Never-married,Adm-clerical,Own-child,Black,Male,0,0,15,United-States
high,53,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
high,40,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States
not_high,36,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
high,32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States
not_high,39,Private,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,12,United-States
not_high,46,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
not_high,26,Local-gov,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States
not_high,19,Private,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States
not_high,24,Private,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Ecuador
not_high,28,Private,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
not_high,25,Local-gov,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
high,44,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,38,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Nicaragua
not_high,42,State-gov,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States
not_high,28,Private,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States
high,47,Private,13,Never-married,Sales,Not-in-family,Black,Male,0,0,60,United-States
not_high,21,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico
not_high,35,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States
not_high,26,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
not_high,21,Private,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States
not_high,67,Self-emp-not-inc,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
high,54,Private,9,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States
not_high,26,Private,14,Never-married,Tech-support,Other-relative,White,Male,0,0,25,United-States
not_high,51,Private,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
not_high,27,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States
not_high,39,Private,10,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States
high,32,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,48,United-States
not_high,52,Private,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
not_high,21,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States
not_high,27,Local-gov,9,Never-married,Protective-serv,Own-child,White,Male,0,0,38,United-States
not_high,46,Private,4,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,0,0,45,United-States
not_high,42,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States
high,79,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States
high,50,Federal-gov,13,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States
not_high,51,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
high,66,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,5,United-States
not_high,36,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,99,United-States
not_high,26,Private,12,Never-married,Prof-specialty,Own-child,White,Female,0,0,36,United-States
not_high,28,Private,10,Never-married,Sales,Not-in-family,Black,Male,0,0,50,United-States
high,39,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
not_high,43,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
not_high,20,Private,9,Never-married,Other-service,Own-child,White,Female,0,0,40,Mexico
not_high,29,Private,10,Divorced,Tech-support,Unmarried,White,Male,0,0,40,United-States
not_high,60,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
high,34,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
not_high,60,Private,9,Widowed,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States
not_high,38,Private,7,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States
not_high,29,Private,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,49,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
not_high,37,Private,3,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico
high,43,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States
not_high,19,Private,5,Never-married,Craft-repair,Other-relative,White,Male,0,0,60,United-States
not_high,29,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States
not_high,40,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States
high,53,Private,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,27,Private,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
not_high,29,Private,12,Divorced,Craft-repair,Unmarried,White,Female,0,0,38,United-States
not_high,25,Private,3,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico
not_high,38,Private,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States
high,48,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
not_high,18,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States
high,37,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
not_high,48,Private,13,Widowed,Other-service,Unmarried,White,Female,0,0,20,United-States
not_high,50,Private,10,Never-married,Other-service,Not-in-family,White,Male,0,0,32,United-States
not_high,24,Private,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States
high,34,Private,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States
not_high,19,Private,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States
not_high,39,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
not_high,40,Private,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
not_high,30,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
not_high,27,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
high,46,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
not_high,24,Local-gov,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,50,United-States
not_high,18,Private,8,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States
high,50,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
not_high,42,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,42,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
not_high,57,Private,10,Widowed,Tech-support,Not-in-family,White,Female,0,0,16,United-States
high,27,Private,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,India
not_high,31,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,34,Local-gov,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
not_high,55,Self-emp-not-inc,9,Divorced,Other-service,Other-relative,White,Female,0,0,40,United-States
not_high,56,Private,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
not_high,35,State-gov,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
not_high,38,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
not_high,30,Self-emp-inc,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States
not_high,18,Private,10,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
high,35,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
not_high,53,Private,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
not_high,46,Private,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
not_high,45,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
not_high,35,Private,6,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,60,India
not_high,41,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
high,60,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States
not_high,19,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
not_high,28,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States
not_high,29,Private,9,Never-married,Other-service,Not-in-family,White,Male,0,0,32,United-States
not_high,35,Self-emp-not-inc,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
not_high,18,Private,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States
not_high,53,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
not_high,26,Private,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,20,Canada
high,55,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
high,45,Local-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,28,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
high,32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,27,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
not_high,35,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
not_high,36,Private,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,37,United-States
not_high,23,Private,13,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
not_high,22,Private,8,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States
high,65,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
not_high,25,Private,9,Never-married,Sales,Own-child,White,Female,0,0,40,Columbia
not_high,31,Private,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
high,50,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
high,49,State-gov,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
not_high,43,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
not_high,23,Federal-gov,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,40,United-States
